:START_ID,:END_ID,share:float,:TYPE
p_9484,c_847,9,HOLD_SHARE
p_44,c_160,7,HOLD_SHARE
p_3014,c_375,6,HOLD_SHARE
p_6050,c_752,11,HOLD_SHARE
p_7576,c_243,13,HOLD_SHARE
p_29,c_652,11,HOLD_SHARE
p_1072,c_735,14,HOLD_SHARE
p_9732,c_657,5,HOLD_SHARE
p_6224,c_913,10,HOLD_SHARE
p_4520,c_670,1,HOLD_SHARE
p_5394,c_523,2,HOLD_SHARE
p_1078,c_366,1,HOLD_SHARE
p_555,c_532,6,HOLD_SHARE
p_3538,c_377,4,HOLD_SHARE
p_9878,c_216,8,HOLD_SHARE
p_1177,c_706,7,HOLD_SHARE
p_9845,c_14,10,HOLD_SHARE
p_5372,c_959,12,HOLD_SHARE
p_7990,c_553,0,HOLD_SHARE
p_1909,c_777,11,HOLD_SHARE
p_6077,c_798,13,HOLD_SHARE
p_1334,c_904,8,HOLD_SHARE
p_674,c_366,12,HOLD_SHARE
p_5638,c_899,8,HOLD_SHARE
p_5738,c_518,1,HOLD_SHARE
p_9009,c_115,4,HOLD_SHARE
p_1198,c_7,13,HOLD_SHARE
p_811,c_524,7,HOLD_SHARE
p_9645,c_78,8,HOLD_SHARE
p_2252,c_667,11,HOLD_SHARE
p_1488,c_822,9,HOLD_SHARE
p_5234,c_627,1,HOLD_SHARE
p_8760,c_265,13,HOLD_SHARE
p_6336,c_770,2,HOLD_SHARE
p_5275,c_840,3,HOLD_SHARE
p_5977,c_614,11,HOLD_SHARE
p_1713,c_120,6,HOLD_SHARE
p_2496,c_53,4,HOLD_SHARE
p_8928,c_919,7,HOLD_SHARE
p_4182,c_899,13,HOLD_SHARE
p_4199,c_682,4,HOLD_SHARE
p_3811,c_747,3,HOLD_SHARE
p_4499,c_248,15,HOLD_SHARE
p_2505,c_774,3,HOLD_SHARE
p_1353,c_176,7,HOLD_SHARE
p_7407,c_348,8,HOLD_SHARE
p_1197,c_898,3,HOLD_SHARE
p_6283,c_883,2,HOLD_SHARE
p_3163,c_948,9,HOLD_SHARE
p_5124,c_749,0,HOLD_SHARE
p_2262,c_365,8,HOLD_SHARE
p_3025,c_19,8,HOLD_SHARE
p_1786,c_156,2,HOLD_SHARE
p_1234,c_27,15,HOLD_SHARE
p_353,c_173,1,HOLD_SHARE
p_8672,c_318,11,HOLD_SHARE
p_2464,c_374,13,HOLD_SHARE
p_1709,c_399,0,HOLD_SHARE
p_9978,c_698,5,HOLD_SHARE
p_4498,c_644,6,HOLD_SHARE
p_7530,c_459,7,HOLD_SHARE
p_1201,c_462,14,HOLD_SHARE
p_5734,c_554,5,HOLD_SHARE
p_1014,c_361,14,HOLD_SHARE
p_4688,c_808,0,HOLD_SHARE
p_5986,c_200,7,HOLD_SHARE
p_5235,c_154,12,HOLD_SHARE
p_7366,c_921,8,HOLD_SHARE
p_1028,c_656,4,HOLD_SHARE
p_9954,c_860,2,HOLD_SHARE
p_9955,c_144,12,HOLD_SHARE
p_5363,c_229,5,HOLD_SHARE
p_5551,c_446,0,HOLD_SHARE
p_7351,c_342,1,HOLD_SHARE
p_7980,c_215,6,HOLD_SHARE
p_4498,c_151,2,HOLD_SHARE
p_8157,c_528,8,HOLD_SHARE
p_9709,c_163,3,HOLD_SHARE
p_9689,c_218,7,HOLD_SHARE
p_166,c_479,12,HOLD_SHARE
p_7799,c_777,15,HOLD_SHARE
p_4094,c_254,3,HOLD_SHARE
p_1502,c_595,7,HOLD_SHARE
p_231,c_427,1,HOLD_SHARE
p_9507,c_619,6,HOLD_SHARE
p_6154,c_361,7,HOLD_SHARE
p_8659,c_641,4,HOLD_SHARE
p_4540,c_352,10,HOLD_SHARE
p_5388,c_364,2,HOLD_SHARE
p_6370,c_846,8,HOLD_SHARE
p_8435,c_407,2,HOLD_SHARE
p_2275,c_835,13,HOLD_SHARE
p_4812,c_983,1,HOLD_SHARE
p_8522,c_882,2,HOLD_SHARE
p_6303,c_854,12,HOLD_SHARE
p_2246,c_820,6,HOLD_SHARE
p_2610,c_172,1,HOLD_SHARE
p_9855,c_539,7,HOLD_SHARE
p_8371,c_260,12,HOLD_SHARE
p_7270,c_910,7,HOLD_SHARE
p_1098,c_616,4,HOLD_SHARE
p_7691,c_271,4,HOLD_SHARE
p_2426,c_116,9,HOLD_SHARE
p_3485,c_580,0,HOLD_SHARE
p_2025,c_695,2,HOLD_SHARE
p_3311,c_311,6,HOLD_SHARE
p_8710,c_427,3,HOLD_SHARE
p_2610,c_668,4,HOLD_SHARE
p_1143,c_25,0,HOLD_SHARE
p_5904,c_815,12,HOLD_SHARE
p_5298,c_933,14,HOLD_SHARE
p_4324,c_251,12,HOLD_SHARE
p_7228,c_91,1,HOLD_SHARE
p_9961,c_842,6,HOLD_SHARE
p_1665,c_56,13,HOLD_SHARE
p_9649,c_522,14,HOLD_SHARE
p_9934,c_680,4,HOLD_SHARE
p_8468,c_322,9,HOLD_SHARE
p_9114,c_518,4,HOLD_SHARE
p_875,c_73,0,HOLD_SHARE
p_5901,c_810,1,HOLD_SHARE
p_3855,c_602,11,HOLD_SHARE
p_5528,c_794,0,HOLD_SHARE
p_6030,c_829,0,HOLD_SHARE
p_2957,c_711,11,HOLD_SHARE
p_2978,c_177,3,HOLD_SHARE
p_6179,c_181,7,HOLD_SHARE
p_4141,c_170,12,HOLD_SHARE
p_4062,c_484,14,HOLD_SHARE
p_8903,c_82,7,HOLD_SHARE
p_396,c_934,2,HOLD_SHARE
p_2148,c_249,4,HOLD_SHARE
p_4729,c_546,4,HOLD_SHARE
p_6777,c_690,1,HOLD_SHARE
p_2967,c_972,6,HOLD_SHARE
p_321,c_1,14,HOLD_SHARE
p_4732,c_497,13,HOLD_SHARE
p_5805,c_379,0,HOLD_SHARE
p_3555,c_347,0,HOLD_SHARE
p_1318,c_254,3,HOLD_SHARE
p_1747,c_744,14,HOLD_SHARE
p_9496,c_110,9,HOLD_SHARE
p_3744,c_522,10,HOLD_SHARE
p_8252,c_806,5,HOLD_SHARE
p_6746,c_331,7,HOLD_SHARE
p_8789,c_458,2,HOLD_SHARE
p_7429,c_891,0,HOLD_SHARE
p_7817,c_362,15,HOLD_SHARE
p_5418,c_315,5,HOLD_SHARE
p_3816,c_71,4,HOLD_SHARE
p_9260,c_911,12,HOLD_SHARE
p_1507,c_122,8,HOLD_SHARE
p_1117,c_717,11,HOLD_SHARE
p_4507,c_672,8,HOLD_SHARE
p_942,c_361,6,HOLD_SHARE
p_2303,c_201,12,HOLD_SHARE
p_5616,c_302,5,HOLD_SHARE
p_7714,c_437,7,HOLD_SHARE
p_6295,c_951,13,HOLD_SHARE
p_2971,c_545,15,HOLD_SHARE
p_6126,c_665,5,HOLD_SHARE
p_561,c_920,5,HOLD_SHARE
p_1886,c_766,1,HOLD_SHARE
p_4658,c_900,3,HOLD_SHARE
p_2983,c_430,9,HOLD_SHARE
p_3896,c_267,14,HOLD_SHARE
p_3602,c_673,3,HOLD_SHARE
p_1473,c_941,5,HOLD_SHARE
p_256,c_812,8,HOLD_SHARE
p_3038,c_619,3,HOLD_SHARE
p_8390,c_263,13,HOLD_SHARE
p_118,c_866,7,HOLD_SHARE
p_9261,c_943,3,HOLD_SHARE
p_9304,c_918,0,HOLD_SHARE
p_1536,c_731,13,HOLD_SHARE
p_7542,c_690,1,HOLD_SHARE
p_9096,c_792,14,HOLD_SHARE
p_3775,c_261,6,HOLD_SHARE
p_6487,c_340,12,HOLD_SHARE
p_9324,c_403,5,HOLD_SHARE
p_9224,c_734,1,HOLD_SHARE
p_8077,c_112,6,HOLD_SHARE
p_3194,c_340,10,HOLD_SHARE
p_4123,c_566,12,HOLD_SHARE
p_5375,c_632,11,HOLD_SHARE
p_8084,c_623,6,HOLD_SHARE
p_1640,c_503,10,HOLD_SHARE
p_8965,c_55,0,HOLD_SHARE
p_1355,c_642,14,HOLD_SHARE
p_322,c_988,9,HOLD_SHARE
p_4480,c_878,3,HOLD_SHARE
p_4917,c_615,9,HOLD_SHARE
p_898,c_994,1,HOLD_SHARE
p_2518,c_271,0,HOLD_SHARE
p_8019,c_682,15,HOLD_SHARE
p_472,c_453,13,HOLD_SHARE
p_7955,c_403,6,HOLD_SHARE
p_7804,c_933,8,HOLD_SHARE
p_8820,c_439,11,HOLD_SHARE
p_287,c_565,7,HOLD_SHARE
p_5105,c_831,15,HOLD_SHARE
p_2435,c_595,13,HOLD_SHARE
p_8735,c_987,1,HOLD_SHARE
p_6706,c_469,6,HOLD_SHARE
p_3796,c_483,1,HOLD_SHARE
p_7198,c_677,5,HOLD_SHARE
p_6707,c_82,13,HOLD_SHARE
p_6689,c_770,8,HOLD_SHARE
p_8448,c_41,8,HOLD_SHARE
p_3676,c_363,1,HOLD_SHARE
p_5777,c_529,6,HOLD_SHARE
p_5580,c_460,2,HOLD_SHARE
p_3593,c_776,4,HOLD_SHARE
p_9412,c_311,8,HOLD_SHARE
p_1324,c_647,1,HOLD_SHARE
p_521,c_955,15,HOLD_SHARE
p_6896,c_762,2,HOLD_SHARE
p_212,c_486,7,HOLD_SHARE
p_6042,c_616,12,HOLD_SHARE
p_3236,c_381,12,HOLD_SHARE
p_4763,c_935,6,HOLD_SHARE
p_3167,c_794,12,HOLD_SHARE
p_6957,c_567,12,HOLD_SHARE
p_8847,c_197,8,HOLD_SHARE
p_1388,c_904,14,HOLD_SHARE
p_9484,c_687,4,HOLD_SHARE
p_4639,c_640,4,HOLD_SHARE
p_7206,c_525,0,HOLD_SHARE
p_1523,c_280,5,HOLD_SHARE
p_9474,c_633,0,HOLD_SHARE
p_4650,c_618,13,HOLD_SHARE
p_879,c_680,14,HOLD_SHARE
p_2386,c_826,2,HOLD_SHARE
p_4858,c_906,8,HOLD_SHARE
p_3932,c_924,14,HOLD_SHARE
p_9342,c_545,11,HOLD_SHARE
p_8290,c_576,6,HOLD_SHARE
p_5989,c_125,5,HOLD_SHARE
p_1500,c_909,6,HOLD_SHARE
p_4513,c_946,7,HOLD_SHARE
p_79,c_395,14,HOLD_SHARE
p_4780,c_765,6,HOLD_SHARE
p_4022,c_172,11,HOLD_SHARE
p_8706,c_413,2,HOLD_SHARE
p_6527,c_350,15,HOLD_SHARE
p_3413,c_817,5,HOLD_SHARE
p_7027,c_217,15,HOLD_SHARE
p_6934,c_394,12,HOLD_SHARE
p_8152,c_959,11,HOLD_SHARE
p_2747,c_413,6,HOLD_SHARE
p_7163,c_993,11,HOLD_SHARE
p_7974,c_561,2,HOLD_SHARE
p_6166,c_407,10,HOLD_SHARE
p_5018,c_319,13,HOLD_SHARE
p_7291,c_830,3,HOLD_SHARE
p_8632,c_898,3,HOLD_SHARE
p_5060,c_901,10,HOLD_SHARE
p_4961,c_412,14,HOLD_SHARE
p_8234,c_414,13,HOLD_SHARE
p_3771,c_504,10,HOLD_SHARE
p_27,c_346,1,HOLD_SHARE
p_4446,c_981,13,HOLD_SHARE
p_8113,c_599,12,HOLD_SHARE
p_4025,c_182,10,HOLD_SHARE
p_8558,c_413,10,HOLD_SHARE
p_6084,c_182,5,HOLD_SHARE
p_5778,c_561,0,HOLD_SHARE
p_6268,c_814,11,HOLD_SHARE
p_1880,c_440,4,HOLD_SHARE
p_6512,c_1,1,HOLD_SHARE
p_2016,c_97,5,HOLD_SHARE
p_5560,c_873,11,HOLD_SHARE
p_3005,c_792,2,HOLD_SHARE
p_7531,c_293,3,HOLD_SHARE
p_2322,c_434,12,HOLD_SHARE
p_9117,c_674,7,HOLD_SHARE
p_1604,c_979,0,HOLD_SHARE
p_667,c_396,14,HOLD_SHARE
p_9416,c_861,7,HOLD_SHARE
p_9246,c_264,13,HOLD_SHARE
p_6587,c_336,4,HOLD_SHARE
p_1156,c_157,10,HOLD_SHARE
p_3855,c_71,12,HOLD_SHARE
p_488,c_234,6,HOLD_SHARE
p_4829,c_72,11,HOLD_SHARE
p_2970,c_55,6,HOLD_SHARE
p_8748,c_662,1,HOLD_SHARE
p_8980,c_261,13,HOLD_SHARE
p_2378,c_127,2,HOLD_SHARE
p_6850,c_559,9,HOLD_SHARE
p_4761,c_339,4,HOLD_SHARE
p_4939,c_841,4,HOLD_SHARE
p_1881,c_976,15,HOLD_SHARE
p_5050,c_587,13,HOLD_SHARE
p_1760,c_168,0,HOLD_SHARE
p_8810,c_194,15,HOLD_SHARE
p_344,c_660,7,HOLD_SHARE
p_3116,c_3,3,HOLD_SHARE
p_4454,c_174,9,HOLD_SHARE
p_5200,c_277,2,HOLD_SHARE
p_8948,c_579,9,HOLD_SHARE
p_3340,c_81,4,HOLD_SHARE
p_8389,c_315,6,HOLD_SHARE
p_8914,c_796,13,HOLD_SHARE
p_1419,c_713,12,HOLD_SHARE
p_8213,c_115,12,HOLD_SHARE
p_9512,c_983,3,HOLD_SHARE
p_1403,c_154,15,HOLD_SHARE
p_4152,c_738,4,HOLD_SHARE
p_6189,c_907,6,HOLD_SHARE
p_1770,c_604,14,HOLD_SHARE
p_6847,c_843,7,HOLD_SHARE
p_1626,c_564,6,HOLD_SHARE
p_6731,c_7,14,HOLD_SHARE
p_9192,c_287,10,HOLD_SHARE
p_9572,c_105,12,HOLD_SHARE
p_2372,c_842,10,HOLD_SHARE
p_321,c_90,1,HOLD_SHARE
p_7564,c_519,14,HOLD_SHARE
p_5245,c_172,1,HOLD_SHARE
p_2176,c_515,3,HOLD_SHARE
p_2617,c_984,0,HOLD_SHARE
p_7991,c_732,11,HOLD_SHARE
p_2114,c_608,9,HOLD_SHARE
p_8386,c_101,10,HOLD_SHARE
p_7965,c_703,4,HOLD_SHARE
p_5754,c_81,12,HOLD_SHARE
p_5137,c_309,9,HOLD_SHARE
p_87,c_571,2,HOLD_SHARE
p_1564,c_726,11,HOLD_SHARE
p_7083,c_292,0,HOLD_SHARE
p_5381,c_173,12,HOLD_SHARE
p_7722,c_111,7,HOLD_SHARE
p_4728,c_974,13,HOLD_SHARE
p_435,c_755,0,HOLD_SHARE
p_7122,c_550,15,HOLD_SHARE
p_2580,c_471,6,HOLD_SHARE
p_9754,c_482,12,HOLD_SHARE
p_3944,c_449,11,HOLD_SHARE
p_9679,c_795,12,HOLD_SHARE
p_9766,c_589,1,HOLD_SHARE
p_3514,c_626,2,HOLD_SHARE
p_238,c_622,8,HOLD_SHARE
p_7602,c_974,7,HOLD_SHARE
p_113,c_255,8,HOLD_SHARE
p_7370,c_962,3,HOLD_SHARE
p_8975,c_681,11,HOLD_SHARE
p_1030,c_522,9,HOLD_SHARE
p_713,c_615,4,HOLD_SHARE
p_418,c_93,5,HOLD_SHARE
p_9198,c_686,9,HOLD_SHARE
p_6086,c_600,6,HOLD_SHARE
p_6145,c_653,13,HOLD_SHARE
p_9924,c_563,10,HOLD_SHARE
p_1833,c_452,0,HOLD_SHARE
p_9288,c_896,5,HOLD_SHARE
p_3536,c_844,0,HOLD_SHARE
p_9245,c_872,15,HOLD_SHARE
p_6301,c_278,7,HOLD_SHARE
p_5584,c_731,6,HOLD_SHARE
p_8819,c_595,11,HOLD_SHARE
p_685,c_648,5,HOLD_SHARE
p_6182,c_951,1,HOLD_SHARE
p_1382,c_894,1,HOLD_SHARE
p_2897,c_966,11,HOLD_SHARE
p_5399,c_987,7,HOLD_SHARE
p_6363,c_578,15,HOLD_SHARE
p_4011,c_408,12,HOLD_SHARE
p_7149,c_51,5,HOLD_SHARE
p_3088,c_403,11,HOLD_SHARE
p_8925,c_61,8,HOLD_SHARE
p_6065,c_629,4,HOLD_SHARE
p_9226,c_467,8,HOLD_SHARE
p_9525,c_596,11,HOLD_SHARE
p_1671,c_126,2,HOLD_SHARE
p_7185,c_441,6,HOLD_SHARE
p_3006,c_690,10,HOLD_SHARE
p_1887,c_895,12,HOLD_SHARE
p_7470,c_577,9,HOLD_SHARE
p_7521,c_653,13,HOLD_SHARE
p_8623,c_477,12,HOLD_SHARE
p_8705,c_958,0,HOLD_SHARE
p_1250,c_404,2,HOLD_SHARE
p_9003,c_295,7,HOLD_SHARE
p_4001,c_839,9,HOLD_SHARE
p_3682,c_423,4,HOLD_SHARE
p_3392,c_55,15,HOLD_SHARE
p_1733,c_623,4,HOLD_SHARE
p_9410,c_936,4,HOLD_SHARE
p_1247,c_954,3,HOLD_SHARE
p_7739,c_66,8,HOLD_SHARE
p_3454,c_707,0,HOLD_SHARE
p_2330,c_633,11,HOLD_SHARE
p_7702,c_873,12,HOLD_SHARE
p_3461,c_801,1,HOLD_SHARE
p_4957,c_779,4,HOLD_SHARE
p_1215,c_478,6,HOLD_SHARE
p_982,c_875,6,HOLD_SHARE
p_2501,c_917,5,HOLD_SHARE
p_3008,c_807,13,HOLD_SHARE
p_4292,c_827,2,HOLD_SHARE
p_9672,c_56,3,HOLD_SHARE
p_8641,c_521,4,HOLD_SHARE
p_8780,c_887,1,HOLD_SHARE
p_5972,c_823,6,HOLD_SHARE
p_5326,c_473,1,HOLD_SHARE
p_1351,c_410,8,HOLD_SHARE
p_6888,c_943,2,HOLD_SHARE
p_1149,c_719,1,HOLD_SHARE
p_5747,c_577,7,HOLD_SHARE
p_576,c_960,2,HOLD_SHARE
p_2356,c_987,2,HOLD_SHARE
p_8505,c_646,11,HOLD_SHARE
p_1253,c_658,7,HOLD_SHARE
p_4580,c_697,7,HOLD_SHARE
p_4067,c_558,2,HOLD_SHARE
p_6939,c_250,2,HOLD_SHARE
p_895,c_135,15,HOLD_SHARE
p_2644,c_214,12,HOLD_SHARE
p_2499,c_410,12,HOLD_SHARE
p_1855,c_193,10,HOLD_SHARE
p_98,c_662,4,HOLD_SHARE
p_7277,c_727,5,HOLD_SHARE
p_5077,c_427,11,HOLD_SHARE
p_252,c_609,6,HOLD_SHARE
p_7606,c_120,11,HOLD_SHARE
p_7212,c_384,6,HOLD_SHARE
p_6410,c_710,5,HOLD_SHARE
p_4187,c_155,9,HOLD_SHARE
p_8044,c_244,13,HOLD_SHARE
p_8864,c_551,6,HOLD_SHARE
p_8829,c_688,14,HOLD_SHARE
p_4168,c_873,10,HOLD_SHARE
p_3313,c_323,7,HOLD_SHARE
p_990,c_950,8,HOLD_SHARE
p_5802,c_820,4,HOLD_SHARE
p_9149,c_654,2,HOLD_SHARE
p_5414,c_510,2,HOLD_SHARE
p_1202,c_368,2,HOLD_SHARE
p_7521,c_854,6,HOLD_SHARE
p_2931,c_956,12,HOLD_SHARE
p_4498,c_296,11,HOLD_SHARE
p_9436,c_273,5,HOLD_SHARE
p_215,c_457,5,HOLD_SHARE
p_2416,c_848,13,HOLD_SHARE
p_2533,c_951,8,HOLD_SHARE
p_6498,c_170,3,HOLD_SHARE
p_5858,c_550,0,HOLD_SHARE
p_3604,c_13,7,HOLD_SHARE
p_5194,c_518,9,HOLD_SHARE
p_1183,c_157,13,HOLD_SHARE
p_7132,c_954,6,HOLD_SHARE
p_4685,c_696,5,HOLD_SHARE
p_5444,c_792,10,HOLD_SHARE
p_931,c_989,12,HOLD_SHARE
p_3849,c_525,3,HOLD_SHARE
p_8581,c_515,0,HOLD_SHARE
p_1087,c_67,11,HOLD_SHARE
p_929,c_587,11,HOLD_SHARE
p_3255,c_317,6,HOLD_SHARE
p_1812,c_306,0,HOLD_SHARE
p_664,c_440,15,HOLD_SHARE
p_2587,c_722,2,HOLD_SHARE
p_6337,c_229,14,HOLD_SHARE
p_7,c_994,7,HOLD_SHARE
p_4984,c_17,9,HOLD_SHARE
p_366,c_521,11,HOLD_SHARE
p_9179,c_540,0,HOLD_SHARE
p_132,c_638,12,HOLD_SHARE
p_2203,c_961,0,HOLD_SHARE
p_5646,c_248,3,HOLD_SHARE
p_9871,c_982,8,HOLD_SHARE
p_78,c_797,6,HOLD_SHARE
p_1221,c_876,2,HOLD_SHARE
p_7381,c_908,6,HOLD_SHARE
p_6502,c_45,15,HOLD_SHARE
p_460,c_149,7,HOLD_SHARE
p_3045,c_681,8,HOLD_SHARE
p_3687,c_914,11,HOLD_SHARE
p_6602,c_501,13,HOLD_SHARE
p_6881,c_482,13,HOLD_SHARE
p_6987,c_435,0,HOLD_SHARE
p_5080,c_364,8,HOLD_SHARE
p_5743,c_828,13,HOLD_SHARE
p_5235,c_558,9,HOLD_SHARE
p_4747,c_824,11,HOLD_SHARE
p_8266,c_163,6,HOLD_SHARE
p_4003,c_906,7,HOLD_SHARE
p_2480,c_311,6,HOLD_SHARE
p_7326,c_492,6,HOLD_SHARE
p_8110,c_186,5,HOLD_SHARE
p_76,c_387,12,HOLD_SHARE
p_6639,c_116,7,HOLD_SHARE
p_936,c_944,0,HOLD_SHARE
p_9595,c_277,6,HOLD_SHARE
p_5865,c_838,5,HOLD_SHARE
p_7401,c_107,0,HOLD_SHARE
p_3333,c_716,10,HOLD_SHARE
p_788,c_995,6,HOLD_SHARE
p_8116,c_743,7,HOLD_SHARE
p_6142,c_935,3,HOLD_SHARE
p_8605,c_601,10,HOLD_SHARE
p_8837,c_52,15,HOLD_SHARE
p_3248,c_729,9,HOLD_SHARE
p_2859,c_439,6,HOLD_SHARE
p_9681,c_89,15,HOLD_SHARE
p_9343,c_363,15,HOLD_SHARE
p_1630,c_283,5,HOLD_SHARE
p_4724,c_767,7,HOLD_SHARE
p_9909,c_754,15,HOLD_SHARE
p_1156,c_572,10,HOLD_SHARE
p_8104,c_428,3,HOLD_SHARE
p_1572,c_146,7,HOLD_SHARE
p_3779,c_778,10,HOLD_SHARE
p_1953,c_897,10,HOLD_SHARE
p_9178,c_146,6,HOLD_SHARE
p_8731,c_602,2,HOLD_SHARE
p_8949,c_182,0,HOLD_SHARE
p_2062,c_242,3,HOLD_SHARE
p_2045,c_744,1,HOLD_SHARE
p_7424,c_599,12,HOLD_SHARE
p_5707,c_604,11,HOLD_SHARE
p_1737,c_845,5,HOLD_SHARE
p_6707,c_733,15,HOLD_SHARE
p_5441,c_153,11,HOLD_SHARE
p_2057,c_648,3,HOLD_SHARE
p_1332,c_832,4,HOLD_SHARE
p_1814,c_796,12,HOLD_SHARE
p_8300,c_416,4,HOLD_SHARE
p_4016,c_10,10,HOLD_SHARE
p_4792,c_381,15,HOLD_SHARE
p_8760,c_624,14,HOLD_SHARE
p_2565,c_83,0,HOLD_SHARE
p_2654,c_671,13,HOLD_SHARE
p_3015,c_996,15,HOLD_SHARE
p_3614,c_56,10,HOLD_SHARE
p_6168,c_642,12,HOLD_SHARE
p_9476,c_91,10,HOLD_SHARE
p_6312,c_210,8,HOLD_SHARE
p_5939,c_877,6,HOLD_SHARE
p_863,c_553,15,HOLD_SHARE
p_7507,c_93,13,HOLD_SHARE
p_7177,c_985,11,HOLD_SHARE
p_3566,c_113,6,HOLD_SHARE
p_1909,c_590,9,HOLD_SHARE
p_6926,c_913,6,HOLD_SHARE
p_6969,c_379,15,HOLD_SHARE
p_2897,c_224,0,HOLD_SHARE
p_9491,c_701,7,HOLD_SHARE
p_9361,c_804,14,HOLD_SHARE
p_1219,c_902,2,HOLD_SHARE
p_7342,c_661,9,HOLD_SHARE
p_6560,c_905,12,HOLD_SHARE
p_8867,c_846,9,HOLD_SHARE
p_116,c_869,1,HOLD_SHARE
p_9250,c_363,8,HOLD_SHARE
p_5752,c_102,15,HOLD_SHARE
p_2852,c_30,0,HOLD_SHARE
p_4475,c_838,9,HOLD_SHARE
p_146,c_444,8,HOLD_SHARE
p_7941,c_107,13,HOLD_SHARE
p_6984,c_638,13,HOLD_SHARE
p_2496,c_462,1,HOLD_SHARE
p_9096,c_536,2,HOLD_SHARE
p_8762,c_100,13,HOLD_SHARE
p_1730,c_43,15,HOLD_SHARE
p_4759,c_900,13,HOLD_SHARE
p_6650,c_496,9,HOLD_SHARE
p_3665,c_678,10,HOLD_SHARE
p_5095,c_496,7,HOLD_SHARE
p_9512,c_890,5,HOLD_SHARE
p_2458,c_93,4,HOLD_SHARE
p_508,c_898,11,HOLD_SHARE
p_8873,c_910,11,HOLD_SHARE
p_1991,c_893,1,HOLD_SHARE
p_4276,c_920,12,HOLD_SHARE
p_995,c_273,0,HOLD_SHARE
p_4442,c_720,5,HOLD_SHARE
p_5108,c_387,15,HOLD_SHARE
p_4343,c_310,13,HOLD_SHARE
p_5243,c_996,12,HOLD_SHARE
p_8729,c_509,7,HOLD_SHARE
p_7132,c_207,12,HOLD_SHARE
p_1685,c_22,11,HOLD_SHARE
p_6445,c_263,9,HOLD_SHARE
p_3071,c_263,3,HOLD_SHARE
p_2474,c_633,6,HOLD_SHARE
p_1861,c_123,15,HOLD_SHARE
p_7853,c_751,8,HOLD_SHARE
p_6945,c_486,15,HOLD_SHARE
p_3673,c_83,15,HOLD_SHARE
p_6114,c_16,11,HOLD_SHARE
p_2958,c_698,8,HOLD_SHARE
p_4669,c_228,5,HOLD_SHARE
p_6964,c_820,2,HOLD_SHARE
p_4441,c_155,14,HOLD_SHARE
p_447,c_668,9,HOLD_SHARE
p_704,c_402,14,HOLD_SHARE
p_3807,c_673,0,HOLD_SHARE
p_4983,c_1,5,HOLD_SHARE
p_4626,c_640,3,HOLD_SHARE
p_7545,c_500,15,HOLD_SHARE
p_3617,c_905,5,HOLD_SHARE
p_3744,c_903,8,HOLD_SHARE
p_6506,c_367,14,HOLD_SHARE
p_3818,c_587,7,HOLD_SHARE
p_4661,c_747,10,HOLD_SHARE
p_2486,c_163,15,HOLD_SHARE
p_6525,c_120,9,HOLD_SHARE
p_5795,c_823,2,HOLD_SHARE
p_1668,c_665,1,HOLD_SHARE
p_9167,c_425,1,HOLD_SHARE
p_2341,c_532,14,HOLD_SHARE
p_4285,c_688,1,HOLD_SHARE
p_2577,c_447,12,HOLD_SHARE
p_9083,c_301,1,HOLD_SHARE
p_2286,c_614,0,HOLD_SHARE
p_6331,c_852,2,HOLD_SHARE
p_638,c_237,4,HOLD_SHARE
p_1890,c_221,3,HOLD_SHARE
p_6106,c_830,10,HOLD_SHARE
p_2566,c_418,10,HOLD_SHARE
p_4919,c_704,3,HOLD_SHARE
p_572,c_495,11,HOLD_SHARE
p_5764,c_310,4,HOLD_SHARE
p_2889,c_594,12,HOLD_SHARE
p_1727,c_922,8,HOLD_SHARE
p_3178,c_470,12,HOLD_SHARE
p_6204,c_36,6,HOLD_SHARE
p_4834,c_329,11,HOLD_SHARE
p_2740,c_40,14,HOLD_SHARE
p_8835,c_979,7,HOLD_SHARE
p_2504,c_715,11,HOLD_SHARE
p_6883,c_657,8,HOLD_SHARE
p_8913,c_70,7,HOLD_SHARE
p_880,c_883,3,HOLD_SHARE
p_3652,c_157,0,HOLD_SHARE
p_7253,c_42,1,HOLD_SHARE
p_4952,c_313,2,HOLD_SHARE
p_7456,c_940,14,HOLD_SHARE
p_4164,c_600,3,HOLD_SHARE
p_3870,c_280,14,HOLD_SHARE
p_5581,c_983,5,HOLD_SHARE
p_1881,c_864,4,HOLD_SHARE
p_8946,c_233,5,HOLD_SHARE
p_2833,c_674,8,HOLD_SHARE
p_8222,c_352,15,HOLD_SHARE
p_7333,c_882,3,HOLD_SHARE
p_7548,c_131,3,HOLD_SHARE
p_9665,c_237,4,HOLD_SHARE
p_3997,c_466,4,HOLD_SHARE
p_4479,c_639,14,HOLD_SHARE
p_8399,c_562,6,HOLD_SHARE
p_4707,c_130,13,HOLD_SHARE
p_5429,c_424,13,HOLD_SHARE
p_9344,c_489,1,HOLD_SHARE
p_1442,c_11,6,HOLD_SHARE
p_413,c_621,5,HOLD_SHARE
p_1761,c_916,5,HOLD_SHARE
p_3844,c_599,7,HOLD_SHARE
p_7516,c_987,14,HOLD_SHARE
p_2996,c_622,11,HOLD_SHARE
p_5567,c_769,1,HOLD_SHARE
p_4732,c_156,4,HOLD_SHARE
p_7377,c_145,5,HOLD_SHARE
p_8358,c_747,10,HOLD_SHARE
p_5635,c_208,15,HOLD_SHARE
p_4760,c_655,12,HOLD_SHARE
